Date,Time,Zip_Code,Neighborhood,Police_Zone,Incident_Description,Council_District
2017-01-03,21:56:00,15212,Fineview,1,TAMPER WITH/FAB PHYS EVIDENCE,6
2017-01-11,14:36:00,15212,Troy Hill,1,TAMPER WITH/FAB PHYS EVIDENCE,1
2017-01-18,18:18:00,15212,East Allegheny,1,TAMPER WITH/FAB PHYS EVIDENCE,1
2017-01-18,13:50:00,15212,Marshall-Shadeland,1,TAMPER WITH/FAB PHYS EVIDENCE,1
2017-01-18,18:00:00,15212,East Allegheny,1,TAMPER WITH/FAB PHYS EVIDENCE,1
2017-01-12,01:33:00,15212,Fineview,1,TERRORISTIC THREATS,6
2017-01-09,08:01:00,15212,Allegheny Center,1,TERRORISTIC THREATS,1
2017-01-10,18:00:00,15212,Central North Side,1,TERRORISTIC THREATS,1
2017-01-10,15:10:00,15212,Marshall-Shadeland,1,TERRORISTIC THREATS,1
2017-01-01,21:10:00,15212,North Shore,1,TERRORISTIC THREATS,1
2017-01-13,02:00:00,15212,Marshall-Shadeland,1,TERRORISTIC THREATS,1
2017-01-15,06:30:00,15212,Spring Hill-City View,1,TERRORISTIC THREATS,1
2017-01-20,02:45:00,15212,Marshall-Shadeland,1,TERRORISTIC THREATS,1
2017-01-04,13:03:00,15212,California-Kirkbride,1,THEFT,6
2016-12-26,08:25:00,15212,Fineview,1,THEFT,6
2016-12-29,11:43:00,15212,Marshall-Shadeland,1,THEFT,1
2016-12-29,21:56:00,15212,Fineview,1,THEFT,6
2016-12-31,16:30:00,15212,North Shore,1,THEFT,1
2016-12-30,17:00:00,15212,Central North Side,1,THEFT,6
2017-01-09,17:24:00,15212,East Allegheny,1,THEFT,1
2017-01-07,08:25:00,15212,Marshall-Shadeland,1,THEFT,1
2016-12-31,06:00:00,15212,Central North Side,1,THEFT,1
2017-01-11,15:40:00,15212,East Allegheny,1,THEFT,1
2017-01-08,02:00:00,15212,Brighton Heights,1,THEFT,1
2016-12-26,15:15:00,15212,Allegheny Center,1,THEFT,1
2017-01-04,10:00:00,15212,Spring Hill-City View,1,THEFT,1
2017-01-10,14:00:00,15212,East Allegheny,1,THEFT,1
2017-01-07,01:30:00,15212,Marshall-Shadeland,1,THEFT,1
2017-01-06,17:35:00,15212,Brighton Heights,1,THEFT,1
2017-01-10,08:30:00,15212,Brighton Heights,1,THEFT,1
2016-12-26,15:00:00,15212,East Allegheny,1,THEFT,1
