Longitude,Latitude,Location,Crime type,Last outcome category
0.134864,51.571806,On or near Supermarket,Violence and sexual offences,Under investigation
0.134864,51.571806,On or near Supermarket,Violence and sexual offences,Under investigation
0.132395,51.57087,On or near Supermarket,Violence and sexual offences,Under investigation
0.175537,51.564683,On or near Supermarket,Violence and sexual offences,Under investigation
0.148434,51.559364,On or near Supermarket,Violence and sexual offences,Under investigation
0.148434,51.559364,On or near Supermarket,Violence and sexual offences,Under investigation
0.127913,51.539459,On or near Supermarket,Violence and sexual offences,Under investigation
0.127913,51.539459,On or near Supermarket,Violence and sexual offences,Under investigation
0.148865,51.542198,On or near Supermarket,Violence and sexual offences,Under investigation
0.148865,51.542198,On or near Supermarket,Violence and sexual offences,Under investigation
0.148865,51.542198,On or near Supermarket,Violence and sexual offences,Under investigation
0.080477,51.539024,On or near Supermarket,Violence and sexual offences,Under investigation
0.080477,51.539024,On or near Supermarket,Violence and sexual offences,Under investigation
0.080477,51.539024,On or near Supermarket,Violence and sexual offences,Under investigation
0.080477,51.539024,On or near Supermarket,Violence and sexual offences,Under investigation
0.113572,51.541184,On or near Supermarket,Violence and sexual offences,Under investigation
0.120975,51.562993,On or near Supermarket,Violence and sexual offences,Under investigation
-0.203057,51.655304,On or near Supermarket,Violence and sexual offences,Under investigation
-0.201227,51.654782,On or near Supermarket,Violence and sexual offences,Under investigation
-0.176122,51.617895,On or near Supermarket,Violence and sexual offences,Under investigation
-0.177113,51.615878,On or near Supermarket,Violence and sexual offences,Under investigation
-0.179864,51.611379,On or near Supermarket,Violence and sexual offences,Under investigation
-0.155137,51.607459,On or near Supermarket,Violence and sexual offences,Under investigation
-0.155137,51.607459,On or near Supermarket,Violence and sexual offences,Under investigation
-0.155137,51.607459,On or near Supermarket,Violence and sexual offences,Under investigation
-0.192079,51.603115,On or near Supermarket,Violence and sexual offences,Under investigation
-0.16449,51.590044,On or near Supermarket,Violence and sexual offences,Under investigation
-0.219652,51.585948,On or near Supermarket,Violence and sexual offences,Under investigation
-0.196566,51.572215,On or near Supermarket,Violence and sexual offences,Under investigation
-0.215235,51.557213,On or near Supermarket,Violence and sexual offences,Under investigation
-0.214475,51.556743,On or near Supermarket,Violence and sexual offences,Under investigation
0.1447,51.481797,On or near Supermarket,Violence and sexual offences,Under investigation
0.150273,51.491587,On or near Supermarket,Violence and sexual offences,Under investigation
0.132981,51.464007,On or near Supermarket,Violence and sexual offences,Under investigation
0.142765,51.457416,On or near Supermarket,Violence and sexual offences,Under investigation
0.142765,51.457416,On or near Supermarket,Violence and sexual offences,Under investigation
0.146894,51.456765,On or near Supermarket,Violence and sexual offences,Under investigation
0.146894,51.456765,On or near Supermarket,Violence and sexual offences,Under investigation
0.146894,51.456765,On or near Supermarket,Violence and sexual offences,Under investigation
0.144745,51.456967,On or near Supermarket,Violence and sexual offences,Under investigation
0.11005,51.462515,On or near Supermarket,Violence and sexual offences,Under investigation
0.11005,51.462515,On or near Supermarket,Violence and sexual offences,Under investigation
0.108407,51.464361,On or near Supermarket,Violence and sexual offences,Under investigation
0.11005,51.462515,On or near Supermarket,Violence and sexual offences,Under investigation
0.104104,51.46282,On or near Supermarket,Violence and sexual offences,Under investigation
0.104104,51.46282,On or near Supermarket,Violence and sexual offences,Under investigation
0.103035,51.424844,On or near Supermarket,Violence and sexual offences,Under investigation
0.101544,51.426202,On or near Supermarket,Violence and sexual offences,Under investigation
0.103088,51.433198,On or near Supermarket,Violence and sexual offences,Under investigation
-0.261134,51.593989,On or near Supermarket,Violence and sexual offences,Under investigation
-0.261134,51.593989,On or near Supermarket,Violence and sexual offences,Under investigation
-0.261134,51.593989,On or near Supermarket,Violence and sexual offences,Under investigation
-0.261134,51.593989,On or near Supermarket,Violence and sexual offences,Under investigation
-0.261134,51.593989,On or near Supermarket,Violence and sexual offences,Under investigation
-0.261134,51.593989,On or near Supermarket,Violence and sexual offences,Under investigation
-0.261134,51.593989,On or near Supermarket,Violence and sexual offences,Under investigation
-0.279961,51.585202,On or near Supermarket,Violence and sexual offences,Under investigation
-0.279961,51.585202,On or near Supermarket,Violence and sexual offences,Under investigation
-0.295118,51.570909,On or near Supermarket,Violence and sexual offences,Under investigation
-0.295118,51.570909,On or near Supermarket,Violence and sexual offences,Awaiting court outcome
-0.275835,51.564918,On or near Supermarket,Violence and sexual offences,Under investigation
-0.275835,51.564918,On or near Supermarket,Violence and sexual offences,Under investigation
-0.296035,51.551769,On or near Supermarket,Violence and sexual offences,Under investigation
-0.296035,51.551769,On or near Supermarket,Violence and sexual offences,Under investigation
-0.303402,51.538684,On or near Supermarket,Violence and sexual offences,Under investigation
-0.303402,51.538684,On or near Supermarket,Violence and sexual offences,Under investigation
-0.303402,51.538684,On or near Supermarket,Violence and sexual offences,Under investigation
-0.303402,51.538684,On or near Supermarket,Violence and sexual offences,Under investigation
-0.246485,51.536112,On or near Supermarket,Violence and sexual offences,Under investigation
0.066439,51.418751,On or near Supermarket,Violence and sexual offences,Under investigation
-0.05136,51.412864,On or near Supermarket,Violence and sexual offences,Under investigation
-0.05136,51.412864,On or near Supermarket,Violence and sexual offences,Under investigation
-0.05136,51.412864,On or near Supermarket,Violence and sexual offences,Under investigation
0.074969,51.388932,On or near Supermarket,Violence and sexual offences,Under investigation
0.074969,51.388932,On or near Supermarket,Violence and sexual offences,Under investigation
-0.013895,51.375436,On or near Supermarket,Violence and sexual offences,Under investigation
-0.013895,51.375436,On or near Supermarket,Violence and sexual offences,Under investigation
-0.013895,51.375436,On or near Supermarket,Violence and sexual offences,Under investigation
-0.013895,51.375436,On or near Supermarket,Violence and sexual offences,Under investigation
0.001166,51.369559,On or near Supermarket,Violence and sexual offences,Under investigation
0.037295,51.308918,On or near Supermarket,Violence and sexual offences,Under investigation
0.036436,51.309283,On or near Supermarket,Violence and sexual offences,Under investigation
-0.141167,51.55029,On or near Supermarket,Violence and sexual offences,Under investigation
-0.141167,51.55029,On or near Supermarket,Violence and sexual offences,Under investigation
-0.141167,51.55029,On or near Supermarket,Violence and sexual offences,Under investigation
-0.141167,51.55029,On or near Supermarket,Violence and sexual offences,Under investigation
-0.141923,51.547299,On or near Supermarket,Violence and sexual offences,Under investigation
-0.150603,51.543452,On or near Supermarket,Violence and sexual offences,Under investigation
-0.179669,51.546182,On or near Supermarket,Violence and sexual offences,Under investigation
-0.193577,51.538762,On or near Supermarket,Violence and sexual offences,Under investigation
-0.193577,51.538762,On or near Supermarket,Violence and sexual offences,Under investigation
-0.194072,51.539013,On or near Supermarket,Violence and sexual offences,Under investigation
-0.142012,51.537318,On or near Supermarket,Violence and sexual offences,Under investigation
-0.139304,51.525235,On or near Supermarket,Violence and sexual offences,Under investigation
-0.131487,51.517233,On or near Supermarket,Violence and sexual offences,Under investigation
-0.120575,51.517238,On or near Supermarket,Violence and sexual offences,Under investigation
-0.082073,51.417417,On or near Supermarket,Violence and sexual offences,Under investigation
-0.123318,51.410459,On or near Supermarket,Violence and sexual offences,Under investigation
-0.122685,51.409406,On or near Supermarket,Violence and sexual offences,Under investigation
-0.11795,51.401803,On or near Supermarket,Violence and sexual offences,Under investigation
-0.11795,51.401803,On or near Supermarket,Violence and sexual offences,Under investigation
-0.100919,51.398561,On or near Supermarket,Violence and sexual offences,Under investigation
-0.099688,51.399116,On or near Supermarket,Violence and sexual offences,Under investigation
-0.099688,51.399116,On or near Supermarket,Violence and sexual offences,Under investigation
-0.099688,51.399116,On or near Supermarket,Violence and sexual offences,Under investigation
-0.099688,51.399116,On or near Supermarket,Violence and sexual offences,Under investigation
-0.109649,51.385564,On or near Supermarket,Violence and sexual offences,Under investigation
-0.11053,51.385794,On or near Supermarket,Violence and sexual offences,Under investigation
-0.11053,51.385794,On or near Supermarket,Violence and sexual offences,Under investigation
-0.100332,51.376978,On or near Supermarket,Violence and sexual offences,Under investigation
-0.096297,51.374844,On or near Supermarket,Violence and sexual offences,Under investigation
-0.096297,51.374844,On or near Supermarket,Violence and sexual offences,Under investigation
-0.096297,51.374844,On or near Supermarket,Violence and sexual offences,Under investigation
-0.016173,51.342363,On or near Supermarket,Violence and sexual offences,Under investigation
-0.014557,51.341535,On or near Supermarket,Violence and sexual offences,Under investigation
-0.014557,51.341535,On or near Supermarket,Violence and sexual offences,Under investigation
-0.117076,51.336942,On or near Supermarket,Violence and sexual offences,Under investigation
-0.101216,51.325724,On or near Supermarket,Violence and sexual offences,Under investigation
-0.138825,51.321031,On or near Supermarket,Violence and sexual offences,Under investigation
-0.138825,51.321031,On or near Supermarket,Violence and sexual offences,Awaiting court outcome
-0.138825,51.321031,On or near Supermarket,Violence and sexual offences,Under investigation
-0.138825,51.321031,On or near Supermarket,Violence and sexual offences,Under investigation
-0.138825,51.321031,On or near Supermarket,Violence and sexual offences,Under investigation
-0.138825,51.321031,On or near Supermarket,Violence and sexual offences,Under investigation
-0.339448,51.55187,On or near Supermarket,Violence and sexual offences,Under investigation
-0.336755,51.556094,On or near Supermarket,Violence and sexual offences,Under investigation
-0.318745,51.5336,On or near Supermarket,Violence and sexual offences,Under investigation
-0.318745,51.5336,On or near Supermarket,Violence and sexual offences,Under investigation
-0.318745,51.5336,On or near Supermarket,Violence and sexual offences,Under investigation
-0.394824,51.535385,On or near Supermarket,Violence and sexual offences,Under investigation
-0.26774,51.515934,On or near Supermarket,Violence and sexual offences,Under investigation
-0.26774,51.515934,On or near Supermarket,Violence and sexual offences,Under investigation
-0.260533,51.52277,On or near Supermarket,Violence and sexual offences,Under investigation
-0.260533,51.52277,On or near Supermarket,Violence and sexual offences,Under investigation
-0.260533,51.52277,On or near Supermarket,Violence and sexual offences,Under investigation
-0.260533,51.52277,On or near Supermarket,Violence and sexual offences,Under investigation
-0.302455,51.51414,On or near Supermarket,Violence and sexual offences,Under investigation
-0.302455,51.51414,On or near Supermarket,Violence and sexual offences,Under investigation
-0.302455,51.51414,On or near Supermarket,Violence and sexual offences,Under investigation
-0.301696,51.514794,On or near Supermarket,Violence and sexual offences,Under investigation
-0.301696,51.514794,On or near Supermarket,Violence and sexual offences,Under investigation
-0.376664,51.508815,On or near Supermarket,Violence and sexual offences,Under investigation
-0.376664,51.508815,On or near Supermarket,Violence and sexual offences,Under investigation
-0.281213,51.508354,On or near Supermarket,Violence and sexual offences,Under investigation
-0.016393,51.668729,On or near Supermarket,Violence and sexual offences,Under investigation
-0.046807,51.65727,On or near Supermarket,Violence and sexual offences,Under investigation
-0.047364,51.648017,On or near Supermarket,Violence and sexual offences,Under investigation
-0.077036,51.652211,On or near Supermarket,Violence and sexual offences,Under investigation
-0.077036,51.652211,On or near Supermarket,Violence and sexual offences,Under investigation
-0.057577,51.647485,On or near Supermarket,Violence and sexual offences,Under investigation
-0.131247,51.634265,On or near Supermarket,Violence and sexual offences,Under investigation
-0.129171,51.633099,On or near Supermarket,Violence and sexual offences,Under investigation
-0.131247,51.634265,On or near Supermarket,Violence and sexual offences,Under investigation
-0.056526,51.625418,On or near Supermarket,Violence and sexual offences,Under investigation
-0.056526,51.625418,On or near Supermarket,Violence and sexual offences,Under investigation
-0.065236,51.614249,On or near Supermarket,Violence and sexual offences,Under investigation
-0.04855,51.609953,On or near Supermarket,Violence and sexual offences,Under investigation
-0.04855,51.609953,On or near Supermarket,Violence and sexual offences,Under investigation
-0.04855,51.609953,On or near Supermarket,Violence and sexual offences,Under investigation
0.10615,51.506003,On or near Supermarket,Violence and sexual offences,Under investigation
0.10615,51.506003,On or near Supermarket,Violence and sexual offences,Under investigation
0.10615,51.506003,On or near Supermarket,Violence and sexual offences,Under investigation
0.10615,51.506003,On or near Supermarket,Violence and sexual offences,Under investigation
0.10615,51.506003,On or near Supermarket,Violence and sexual offences,Under investigation
0.10615,51.506003,On or near Supermarket,Violence and sexual offences,Under investigation
0.10615,51.506003,On or near Supermarket,Violence and sexual offences,Under investigation
0.10945,51.492895,On or near Supermarket,Violence and sexual offences,Under investigation
0.06871,51.491301,On or near Supermarket,Violence and sexual offences,Under investigation
0.06871,51.491301,On or near Supermarket,Violence and sexual offences,Under investigation
0.064611,51.49113,On or near Supermarket,Violence and sexual offences,Under investigation
0.064611,51.49113,On or near Supermarket,Violence and sexual offences,Under investigation
0.064611,51.49113,On or near Supermarket,Violence and sexual offences,Under investigation
0.092526,51.486993,On or near Supermarket,Violence and sexual offences,Under investigation
0.113661,51.487387,On or near Supermarket,Violence and sexual offences,Under investigation
0.069718,51.481121,On or near Supermarket,Violence and sexual offences,Under investigation
0.069718,51.481121,On or near Supermarket,Violence and sexual offences,Under investigation
0.069718,51.481121,On or near Supermarket,Violence and sexual offences,Under investigation
0.080993,51.480454,On or near Supermarket,Violence and sexual offences,Under investigation
0.080993,51.480454,On or near Supermarket,Violence and sexual offences,Under investigation
0.080993,51.480454,On or near Supermarket,Violence and sexual offences,Under investigation
0.04586,51.472592,On or near Supermarket,Violence and sexual offences,Under investigation
0.04586,51.472592,On or near Supermarket,Violence and sexual offences,Under investigation
0.04586,51.472592,On or near Supermarket,Violence and sexual offences,Under investigation
0.03507,51.474425,On or near Supermarket,Violence and sexual offences,Under investigation
0.052968,51.467,On or near Supermarket,Violence and sexual offences,Under investigation
0.006401,51.48527,On or near Supermarket,Violence and sexual offences,Under investigation
0.006401,51.48527,On or near Supermarket,Violence and sexual offences,Under investigation
0.006401,51.48527,On or near Supermarket,Violence and sexual offences,Under investigation
-0.011404,51.478928,On or near Supermarket,Violence and sexual offences,Under investigation
-0.010901,51.479234,On or near Supermarket,Violence and sexual offences,Under investigation
-0.073414,51.573252,On or near Supermarket,Violence and sexual offences,Under investigation
-0.073414,51.573252,On or near Supermarket,Violence and sexual offences,Under investigation
-0.073414,51.573252,On or near Supermarket,Violence and sexual offences,Under investigation
-0.070923,51.573472,On or near Supermarket,Violence and sexual offences,Under investigation
-0.073748,51.566711,On or near Supermarket,Violence and sexual offences,Under investigation
-0.073987,51.547741,On or near Supermarket,Violence and sexual offences,Under investigation
-0.227888,51.51336,On or near Supermarket,Violence and sexual offences,Under investigation
-0.248673,51.514788,On or near Supermarket,Violence and sexual offences,Under investigation
-0.248673,51.514788,On or near Supermarket,Violence and sexual offences,Under investigation
-0.248673,51.514788,On or near Supermarket,Violence and sexual offences,Under investigation
-0.248673,51.514788,On or near Supermarket,Violence and sexual offences,Under investigation
-0.224094,51.505318,On or near Supermarket,Violence and sexual offences,Under investigation
-0.224094,51.505318,On or near Supermarket,Violence and sexual offences,Under investigation
-0.238034,51.506274,On or near Supermarket,Violence and sexual offences,Under investigation
-0.238034,51.506274,On or near Supermarket,Violence and sexual offences,Under investigation
-0.218794,51.503763,On or near Supermarket,Violence and sexual offences,Under investigation
-0.218794,51.503763,On or near Supermarket,Violence and sexual offences,Under investigation
-0.229913,51.492349,On or near Supermarket,Violence and sexual offences,Under investigation
-0.229913,51.492349,On or near Supermarket,Violence and sexual offences,Under investigation
-0.229913,51.492349,On or near Supermarket,Violence and sexual offences,Under investigation
-0.229913,51.492349,On or near Supermarket,Violence and sexual offences,Under investigation
-0.224574,51.492223,On or near Supermarket,Violence and sexual offences,Under investigation
-0.224574,51.492223,On or near Supermarket,Violence and sexual offences,Under investigation
-0.224574,51.492223,On or near Supermarket,Violence and sexual offences,Under investigation
-0.206742,51.489982,On or near Supermarket,Violence and sexual offences,Under investigation
-0.206742,51.489982,On or near Supermarket,Violence and sexual offences,Under investigation
-0.206742,51.489982,On or near Supermarket,Violence and sexual offences,Under investigation
-0.199893,51.48173,On or near Supermarket,Violence and sexual offences,Under investigation
-0.202289,51.484159,On or near Supermarket,Violence and sexual offences,Under investigation
-0.202289,51.484159,On or near Supermarket,Violence and sexual offences,Under investigation
-0.202289,51.484159,On or near Supermarket,Violence and sexual offences,Under investigation
-0.212423,51.480258,On or near Supermarket,Violence and sexual offences,Under investigation
-0.199503,51.480312,On or near Supermarket,Violence and sexual offences,Under investigation
-0.111503,51.606891,On or near Supermarket,Violence and sexual offences,Under investigation
-0.06913,51.593631,On or near Supermarket,Violence and sexual offences,Under investigation
-0.06913,51.593631,On or near Supermarket,Violence and sexual offences,Under investigation
-0.06913,51.593631,On or near Supermarket,Violence and sexual offences,Under investigation
-0.068156,51.595845,On or near Supermarket,Violence and sexual offences,Under investigation
-0.068156,51.595845,On or near Supermarket,Violence and sexual offences,Under investigation
-0.068911,51.594364,On or near Supermarket,Violence and sexual offences,Under investigation
-0.06913,51.593631,On or near Supermarket,Violence and sexual offences,Under investigation
-0.111114,51.59399,On or near Supermarket,Violence and sexual offences,Under investigation
-0.104993,51.592596,On or near Supermarket,Violence and sexual offences,Under investigation
-0.104993,51.592596,On or near Supermarket,Violence and sexual offences,Under investigation
-0.119473,51.587371,On or near Supermarket,Violence and sexual offences,Under investigation
-0.071528,51.584408,On or near Supermarket,Violence and sexual offences,Under investigation
-0.099235,51.581119,On or near Supermarket,Violence and sexual offences,Under investigation
-0.124274,51.579094,On or near Supermarket,Violence and sexual offences,Under investigation
-0.070102,51.607837,On or near Supermarket,Violence and sexual offences,Under investigation
-0.311386,51.617463,On or near Supermarket,Violence and sexual offences,Under investigation
-0.339817,51.605505,On or near Supermarket,Violence and sexual offences,Under investigation
-0.335008,51.596022,On or near Supermarket,Violence and sexual offences,Under investigation
-0.282705,51.58553,On or near Supermarket,Violence and sexual offences,Under investigation
-0.360717,51.557654,On or near Supermarket,Violence and sexual offences,Under investigation
0.218164,51.606556,On or near Supermarket,Violence and sexual offences,Under investigation
0.218744,51.605996,On or near Supermarket,Violence and sexual offences,Under investigation
0.182912,51.573754,On or near Supermarket,Violence and sexual offences,Under investigation
0.164218,51.574865,On or near Supermarket,Violence and sexual offences,Under investigation
0.217982,51.563096,On or near Supermarket,Violence and sexual offences,Under investigation
0.217982,51.563096,On or near Supermarket,Violence and sexual offences,Under investigation
0.217982,51.563096,On or near Supermarket,Violence and sexual offences,Under investigation
0.219516,51.56822,On or near Supermarket,Violence and sexual offences,Under investigation
0.248569,51.554295,On or near Supermarket,Violence and sexual offences,Under investigation
0.199301,51.55093,On or near Supermarket,Violence and sexual offences,Under investigation
0.199301,51.55093,On or near Supermarket,Violence and sexual offences,Under investigation
0.208245,51.543784,On or near Supermarket,Violence and sexual offences,Under investigation
0.190668,51.520138,On or near Supermarket,Violence and sexual offences,Under investigation
-0.41222,51.572471,On or near Supermarket,Violence and sexual offences,Under investigation
-0.423566,51.573191,On or near Supermarket,Violence and sexual offences,Under investigation
-0.423566,51.573191,On or near Supermarket,Violence and sexual offences,Under investigation
-0.44509,51.564477,On or near Supermarket,Violence and sexual offences,Under investigation
-0.481613,51.547411,On or near Supermarket,Violence and sexual offences,Under investigation
-0.435066,51.525722,On or near Supermarket,Violence and sexual offences,Under investigation
-0.413881,51.520159,On or near Supermarket,Violence and sexual offences,Under investigation
-0.413881,51.520159,On or near Supermarket,Violence and sexual offences,Under investigation
-0.413881,51.520159,On or near Supermarket,Violence and sexual offences,Under investigation
-0.473134,51.512007,On or near Supermarket,Violence and sexual offences,Under investigation
-0.473134,51.512007,On or near Supermarket,Violence and sexual offences,Under investigation
-0.472466,51.513455,On or near Supermarket,Violence and sexual offences,Under investigation
-0.473134,51.512007,On or near Supermarket,Violence and sexual offences,Under investigation
-0.418501,51.506203,On or near Supermarket,Violence and sexual offences,Under investigation
-0.418501,51.506203,On or near Supermarket,Violence and sexual offences,Under investigation
-0.418501,51.506203,On or near Supermarket,Violence and sexual offences,Under investigation
-0.418501,51.506203,On or near Supermarket,Violence and sexual offences,Under investigation
-0.418501,51.506203,On or near Supermarket,Violence and sexual offences,Under investigation
-0.252389,51.49301,On or near Supermarket,Violence and sexual offences,Under investigation
-0.337449,51.459041,On or near Supermarket,Violence and sexual offences,Awaiting court outcome
-0.337449,51.459041,On or near Supermarket,Violence and sexual offences,Under investigation
-0.42985,51.453112,On or near Supermarket,Violence and sexual offences,Under investigation
-0.131238,51.564134,On or near Supermarket,Violence and sexual offences,Under investigation
-0.132023,51.564335,On or near Supermarket,Violence and sexual offences,Under investigation
-0.112359,51.569191,On or near Supermarket,Violence and sexual offences,Under investigation
-0.112359,51.569191,On or near Supermarket,Violence and sexual offences,Local resolution
-0.135862,51.563955,On or near Supermarket,Violence and sexual offences,Under investigation
-0.135862,51.563955,On or near Supermarket,Violence and sexual offences,Under investigation
-0.135862,51.563955,On or near Supermarket,Violence and sexual offences,Under investigation
-0.135862,51.563955,On or near Supermarket,Violence and sexual offences,Under investigation
-0.135862,51.563955,On or near Supermarket,Violence and sexual offences,Under investigation
-0.135862,51.563955,On or near Supermarket,Violence and sexual offences,Under investigation
-0.135862,51.563955,On or near Supermarket,Violence and sexual offences,Under investigation
-0.116722,51.557193,On or near Supermarket,Violence and sexual offences,Under investigation
-0.116246,51.556124,On or near Supermarket,Violence and sexual offences,Under investigation
-0.103756,51.543585,On or near Supermarket,Violence and sexual offences,Under investigation
-0.117134,51.539512,On or near Supermarket,Violence and sexual offences,Under investigation
-0.117134,51.539512,On or near Supermarket,Violence and sexual offences,Under investigation
-0.097675,51.539324,On or near Supermarket,Violence and sexual offences,Under investigation
-0.097675,51.539324,On or near Supermarket,Violence and sexual offences,Under investigation
-0.108203,51.533388,On or near Supermarket,Violence and sexual offences,Under investigation
-0.10276,51.537365,On or near Supermarket,Violence and sexual offences,Under investigation
-0.10276,51.537365,On or near Supermarket,Violence and sexual offences,Under investigation
-0.10276,51.537365,On or near Supermarket,Violence and sexual offences,Under investigation
-0.102374,51.535893,On or near Supermarket,Violence and sexual offences,Under investigation
-0.102374,51.535893,On or near Supermarket,Violence and sexual offences,Under investigation
-0.102374,51.535893,On or near Supermarket,Violence and sexual offences,Under investigation
-0.198529,51.509028,On or near Supermarket,Violence and sexual offences,Under investigation
-0.197914,51.498696,On or near Supermarket,Violence and sexual offences,Under investigation
-0.193648,51.492173,On or near Supermarket,Violence and sexual offences,Under investigation
-0.193648,51.492173,On or near Supermarket,Violence and sexual offences,Under investigation
-0.187908,51.495601,On or near Supermarket,Violence and sexual offences,Under investigation
-0.166174,51.492242,On or near Supermarket,Violence and sexual offences,Under investigation
-0.166174,51.492242,On or near Supermarket,Violence and sexual offences,Under investigation
-0.201594,51.493033,On or near Supermarket,Violence and sexual offences,Under investigation
-0.201594,51.493033,On or near Supermarket,Violence and sexual offences,Under investigation
-0.180787,51.481597,On or near Supermarket,Violence and sexual offences,Under investigation
-0.180787,51.481597,On or near Supermarket,Violence and sexual offences,Under investigation
-0.290381,51.411208,On or near Supermarket,Violence and sexual offences,Under investigation
-0.303249,51.409686,On or near Supermarket,Violence and sexual offences,Under investigation
-0.300998,51.411857,On or near Supermarket,Violence and sexual offences,Under investigation
-0.308096,51.391358,On or near Supermarket,Violence and sexual offences,Under investigation
-0.308096,51.391358,On or near Supermarket,Violence and sexual offences,Under investigation
-0.114987,51.486754,On or near Supermarket,Violence and sexual offences,Under investigation
-0.125399,51.48612,On or near Supermarket,Violence and sexual offences,Under investigation
-0.125399,51.48612,On or near Supermarket,Violence and sexual offences,Under investigation
-0.125399,51.48612,On or near Supermarket,Violence and sexual offences,Under investigation
-0.114608,51.462423,On or near Supermarket,Violence and sexual offences,Under investigation
-0.114552,51.462737,On or near Supermarket,Violence and sexual offences,Under investigation
-0.114608,51.462423,On or near Supermarket,Violence and sexual offences,Under investigation
-0.114608,51.462423,On or near Supermarket,Violence and sexual offences,Under investigation
-0.114552,51.462737,On or near Supermarket,Violence and sexual offences,Under investigation
-0.114608,51.462423,On or near Supermarket,Violence and sexual offences,Under investigation
-0.114552,51.462737,On or near Supermarket,Violence and sexual offences,Under investigation
-0.114552,51.462737,On or near Supermarket,Violence and sexual offences,Under investigation
-0.114552,51.462737,On or near Supermarket,Violence and sexual offences,Under investigation
-0.150046,51.466467,On or near Supermarket,Violence and sexual offences,Under investigation
-0.138677,51.462115,On or near Supermarket,Violence and sexual offences,Under investigation
-0.103496,51.433917,On or near Supermarket,Violence and sexual offences,Under investigation
-0.103496,51.433917,On or near Supermarket,Violence and sexual offences,Under investigation
-0.103496,51.433917,On or near Supermarket,Violence and sexual offences,Under investigation
-0.129808,51.431129,On or near Supermarket,Violence and sexual offences,Under investigation
-0.129503,51.432608,On or near Supermarket,Violence and sexual offences,Under investigation
-0.129503,51.432608,On or near Supermarket,Violence and sexual offences,Under investigation
-0.129808,51.431129,On or near Supermarket,Violence and sexual offences,Under investigation
-0.129503,51.432608,On or near Supermarket,Violence and sexual offences,Under investigation
0.012242,51.45535,On or near Supermarket,Violence and sexual offences,Under investigation
-0.036866,51.454771,On or near Supermarket,Violence and sexual offences,Under investigation
-0.036866,51.454771,On or near Supermarket,Violence and sexual offences,Under investigation
-0.006513,51.451066,On or near Supermarket,Violence and sexual offences,Under investigation
-0.010416,51.442068,On or near Supermarket,Violence and sexual offences,Under investigation
-0.018986,51.444533,On or near Supermarket,Violence and sexual offences,Under investigation
-0.017674,51.448576,On or near Supermarket,Violence and sexual offences,Under investigation
-0.055552,51.439813,On or near Supermarket,Violence and sexual offences,Under investigation
-0.021291,51.432504,On or near Supermarket,Violence and sexual offences,Under investigation
-0.021291,51.432504,On or near Supermarket,Violence and sexual offences,Under investigation
-0.021291,51.432504,On or near Supermarket,Violence and sexual offences,Under investigation
-0.051782,51.425937,On or near Supermarket,Violence and sexual offences,Under investigation
-0.051782,51.425937,On or near Supermarket,Violence and sexual offences,Under investigation
-0.051782,51.425937,On or near Supermarket,Violence and sexual offences,Under investigation
-0.051782,51.425937,On or near Supermarket,Violence and sexual offences,Under investigation
-0.004158,51.425199,On or near Supermarket,Violence and sexual offences,Under investigation
-0.004158,51.425199,On or near Supermarket,Violence and sexual offences,Under investigation
-0.038887,51.47547,On or near Supermarket,Violence and sexual offences,Under investigation
-0.038887,51.47547,On or near Supermarket,Violence and sexual offences,Under investigation
-0.025784,51.478092,On or near Supermarket,Violence and sexual offences,Under investigation
-0.025784,51.478092,On or near Supermarket,Violence and sexual offences,Under investigation
-0.025784,51.478092,On or near Supermarket,Violence and sexual offences,Under investigation
-0.20505,51.420795,On or near Supermarket,Violence and sexual offences,Under investigation
-0.20505,51.420795,On or near Supermarket,Violence and sexual offences,Under investigation
-0.178291,51.418791,On or near Supermarket,Violence and sexual offences,Under investigation
-0.239555,51.402047,On or near Supermarket,Violence and sexual offences,Under investigation
-0.164988,51.40477,On or near Supermarket,Violence and sexual offences,Under investigation
-0.164988,51.40477,On or near Supermarket,Violence and sexual offences,Under investigation
-0.193777,51.40136,On or near Supermarket,Violence and sexual offences,Under investigation
-0.193777,51.40136,On or near Supermarket,Violence and sexual offences,Under investigation
0.023934,51.549096,On or near Supermarket,Violence and sexual offences,Under investigation
0.023934,51.549096,On or near Supermarket,Violence and sexual offences,Under investigation
0.025624,51.547529,On or near Supermarket,Violence and sexual offences,Under investigation
0.025624,51.547529,On or near Supermarket,Violence and sexual offences,Under investigation
0.025624,51.547529,On or near Supermarket,Violence and sexual offences,Under investigation
0.025624,51.547529,On or near Supermarket,Violence and sexual offences,Under investigation
0.025624,51.547529,On or near Supermarket,Violence and sexual offences,Under investigation
0.051069,51.540531,On or near Supermarket,Violence and sexual offences,Under investigation
0.034631,51.536357,On or near Supermarket,Violence and sexual offences,Under investigation
0.034527,51.536629,On or near Supermarket,Violence and sexual offences,Under investigation
0.052054,51.538688,On or near Supermarket,Violence and sexual offences,Under investigation
0.052433,51.534932,On or near Supermarket,Violence and sexual offences,Under investigation
0.055923,51.527272,On or near Supermarket,Violence and sexual offences,Under investigation
0.055923,51.527272,On or near Supermarket,Violence and sexual offences,Under investigation
0.055923,51.527272,On or near Supermarket,Violence and sexual offences,Under investigation
0.039739,51.530324,On or near Supermarket,Violence and sexual offences,Under investigation
0.039739,51.530324,On or near Supermarket,Violence and sexual offences,Under investigation
